"imp_i","imp_j","m2","r"
37,96,0.005983,0.997004
37,97,0.006591,0.996699
37,98,0.005516,0.997238
37,99,0.013418,0.993269
37,100,0.013377,0.993289
38,39,0.005558,0.997217
38,40,0.014736,0.992605
38,41,0.014916,0.992514
38,42,0.014833,0.992556
38,43,0.014402,0.992773
38,44,0.005299,0.997347
38,45,0.014427,0.99276
38,46,0.014403,0.992772
38,47,0.005386,0.997303
38,48,0.014542,0.992703
38,49,0.014847,0.992549
38,50,0.00632,0.996835
38,51,0.005915,0.997038
38,52,0.014826,0.99256
38,53,0.01505,0.992446
38,54,0.005499,0.997247
38,55,0.00643,0.99678
38,56,0.005973,0.997009
38,57,0.005929,0.997031
38,58,0.015058,0.992442
38,59,0.005876,0.997058
38,60,0.014836,0.992554
38,61,0.014364,0.992792
38,62,0.015634,0.992152
38,63,0.005803,0.997094
38,64,0.015566,0.992186
38,65,0.00538,0.997306
38,66,0.006119,0.996936
38,67,0.005405,0.997294
38,68,0.005589,0.997202
38,69,0.006192,0.996899
38,70,0.005534,0.997229
38,71,0.013925,0.993013
38,72,0.005487,0.997253
38,73,0.005686,0.997153
38,74,0.005583,0.997205
38,75,0.005663,0.997165
38,76,0.005413,0.99729
38,77,0.006103,0.996944
38,78,0.005674,0.997159
38,79,0.00544,0.997276
38,80,0.005847,0.997072
38,81,0.014566,0.99269
38,82,0.005578,0.997207
38,83,0.014462,0.992743
38,84,0.005897,0.997047
38,85,0.00574,0.997126
38,86,0.005531,0.99723
38,87,0.014077,0.992936
38,88,0.014179,0.992885
38,89,0.006471,0.996759
38,90,0.005921,0.997035
38,91,0.006008,0.996992
38,92,0.005981,0.997005
38,93,0.014798,0.992573
38,94,0.005809,0.997091
38,95,0.005675,0.997159
38,96,0.00572,0.997136
38,97,0.005724,0.997134
38,98,0.006073,0.996959
38,99,0.014062,0.992944
38,100,0.014147,0.992901
39,40,0.014507,0.99272
39,41,0.014706,0.99262
39,42,0.014528,0.99271
39,43,0.014627,0.99266
39,44,0.005987,0.997002
39,45,0.014631,0.992658
39,46,0.014411,0.992768
39,47,0.005839,0.997076
39,48,0.014791,0.992577
39,49,0.014875,0.992535
39,50,0.006205,0.996893
39,51,0.006121,0.996935
39,52,0.014459,0.992744
39,53,0.014817,0.992564
39,54,0.006395,0.996798
39,55,0.006499,0.996745
39,56,0.00624,0.996875
39,57,0.006368,0.996811
39,58,0.014786,0.992579
39,59,0.006009,0.996991
39,60,0.014893,0.992525
39,61,0.014481,0.992733
39,62,0.015265,0.992338
39,63,0.006121,0.996935
39,64,0.01528,0.99233
39,65,0.005773,0.99711
39,66,0.005936,0.997028
39,67,0.005742,0.997125
39,68,0.005837,0.997077
39,69,0.006433,0.996779
39,70,0.005911,0.99704
39,71,0.013988,0.992982
39,72,0.005776,0.997108
39,73,0.005877,0.997057
39,74,0.005454,0.997269
39,75,0.005547,0.997223
39,76,0.005976,0.997007
39,77,0.006326,0.996832
39,78,0.006007,0.996992
39,79,0.005563,0.997215
39,80,0.005804,0.997094
39,81,0.01429,0.992829
39,82,0.005832,0.997079
39,83,0.013993,0.992979
39,84,0.006043,0.996974
39,85,0.005642,0.997175
39,86,0.006032,0.99698
39,87,0.013999,0.992976
39,88,0.014208,0.99287
39,89,0.00642,0.996785
39,90,0.00599,0.997001
39,91,0.005845,0.997073
39,92,0.006039,0.996976
39,93,0.014659,0.992643
39,94,0.005722,0.997135
39,95,0.00576,0.997116
39,96,0.006015,0.996988
39,97,0.00619,0.9969
39,98,0.00586,0.997066
39,99,0.013966,0.992993
39,100,0.013817,0.993068
40,41,0.004379,0.997808
40,42,0.004451,0.997772
40,43,0.004801,0.997597
40,44,0.014171,0.992889
40,45,0.004334,0.997831
40,46,0.004534,0.997731
40,47,0.014092,0.992929
40,48,0.004513,0.997741
40,49,0.004796,0.997599
40,50,0.014412,0.992768
40,51,0.014646,0.99265
40,52,0.004506,0.997744
40,53,0.004301,0.997847
40,54,0.015049,0.992447
40,55,0.011339,0.994315
40,56,0.014402,0.992773
40,57,0.014161,0.992894
40,58,0.004676,0.99766
40,59,0.014757,0.992594
40,60,0.00456,0.997717
40,61,0.004364,0.997816
40,62,0.004815,0.997589
40,63,0.014356,0.992796
40,64,0.0046,0.997697
40,65,0.014702,0.992622
40,66,0.013933,0.993009
40,67,0.014434,0.992757
40,68,0.01475,0.992598
40,69,0.014012,0.992969
40,70,0.014998,0.992473
40,71,0.004453,0.997771
40,72,0.014844,0.99255
40,73,0.01479,0.992577
40,74,0.014287,0.992831
40,75,0.014407,0.99277
40,76,0.014258,0.992845
40,77,0.014504,0.992722
40,78,0.014568,0.992689
40,79,0.013932,0.99301
40,80,0.014252,0.992848
40,81,0.004079,0.997958
40,82,0.01515,0.992396
40,83,0.004373,0.997811
40,84,0.014051,0.992949
40,85,0.014489,0.992729
40,86,0.014247,0.992851
40,87,0.004379,0.997808
40,88,0.00436,0.997818
40,89,0.015287,0.992327
40,90,0.014285,0.992832
40,91,0.014245,0.992852
40,92,0.014235,0.992857
40,93,0.004173,0.997911
40,94,0.014316,0.992816
40,95,0.014261,0.992844
40,96,0.014388,0.99278
40,97,0.014734,0.992606
40,98,0.014939,0.992502
40,99,0.004465,0.997765
40,100,0.004365,0.997815
41,42,0.004707,0.997644
41,43,0.004485,0.997755
41,44,0.014505,0.992721
41,45,0.004558,0.997718
41,46,0.004436,0.99778
41,47,0.014395,0.992776
41,48,0.004432,0.997781
41,49,0.004892,0.997551
41,50,0.01443,0.992759
41,51,0.014835,0.992555
41,52,0.004752,0.997621
41,53,0.004467,0.997764
41,54,0.014981,0.992481
41,55,0.011784,0.994091
41,56,0.01463,0.992658
41,57,0.014683,0.992631
41,58,0.004402,0.997797
41,59,0.015256,0.992343
41,60,0.004442,0.997777
41,61,0.004223,0.997886
41,62,0.004559,0.997718
41,63,0.014724,0.992611
41,64,0.004531,0.997732
41,65,0.014898,0.992523
41,66,0.014353,0.992797
41,67,0.014999,0.992472
41,68,0.01489,0.992527
41,69,0.014558,0.992694
41,70,0.015321,0.99231
41,71,0.004514,0.99774
41,72,0.015332,0.992304
41,73,0.015285,0.992328
41,74,0.014629,0.992659
41,75,0.014926,0.992509
41,76,0.014724,0.99261
41,77,0.014884,0.99253
41,78,0.015072,0.992435
41,79,0.014412,0.992768
41,80,0.01466,0.992643
41,81,0.00461,0.997692
41,82,0.015291,0.992325
41,83,0.004541,0.997727
41,84,0.014447,0.99275
41,85,0.014724,0.992611
41,86,0.014369,0.99279
41,87,0.00431,0.997843
41,88,0.004806,0.997594
41,89,0.015717,0.99211
41,90,0.014605,0.99267
41,91,0.014581,0.992683
41,92,0.014683,0.992632
41,93,0.004505,0.997745
41,94,0.014504,0.992722
41,95,0.014764,0.99259
41,96,0.014889,0.992527
41,97,0.015102,0.99242
41,98,0.015315,0.992313
41,99,0.004297,0.997849
41,100,0.004409,0.997793
42,43,0.004677,0.997659
42,44,0.014231,0.992859
42,45,0.005032,0.997481
42,46,0.004769,0.997613
42,47,0.013985,0.992983
42,48,0.004702,0.997646
42,49,0.004716,0.997639
42,50,0.014524,0.992712
42,51,0.014378,0.992785
42,52,0.004725,0.997635
42,53,0.004747,0.997624
42,54,0.015076,0.992433
42,55,0.011343,0.994312
42,56,0.014482,0.992733
42,57,0.014214,0.992867
42,58,0.004583,0.997706
42,59,0.01477,0.992587
42,60,0.004647,0.997674
42,61,0.00464,0.997678
42,62,0.004629,0.997683
42,63,0.01454,0.992703
42,64,0.004712,0.997641
42,65,0.014611,0.992668
42,66,0.01371,0.993121
42,67,0.014634,0.992656
42,68,0.014676,0.992635
42,69,0.014034,0.992958
42,70,0.015057,0.992443
42,71,0.004674,0.99766
42,72,0.014789,0.992578
42,73,0.014893,0.992526
42,74,0.014316,0.992816
42,75,0.014296,0.992826
42,76,0.014264,0.992843
42,77,0.014331,0.992809
42,78,0.014624,0.992661
42,79,0.014047,0.992952
42,80,0.014402,0.992773
42,81,0.004499,0.997748
42,82,0.015299,0.992321
42,83,0.004571,0.997712
42,84,0.014155,0.992897
42,85,0.014263,0.992843
42,86,0.014134,0.992908
42,87,0.004741,0.997627
42,88,0.004777,0.997608
42,89,0.015085,0.992429
42,90,0.014634,0.992656
42,91,0.014148,0.992901
42,92,0.014149,0.9929
42,93,0.004647,0.997674
42,94,0.014363,0.992793
42,95,0.014168,0.992891
42,96,0.014647,0.99265
42,97,0.014644,0.992651
42,98,0.014853,0.992546
42,99,0.004627,0.997684
42,100,0.004452,0.997772
43,44,0.014239,0.992855
43,45,0.00478,0.997607
43,46,0.004557,0.997719
43,47,0.014048,0.992951
43,48,0.004634,0.99768
43,49,0.005099,0.997447
43,50,0.014325,0.992812
43,51,0.014781,0.992582
43,52,0.004773,0.997611
43,53,0.004649,0.997673
43,54,0.0148,0.992573
43,55,0.01117,0.994399
43,56,0.014422,0.992763
43,57,0.014258,0.992846
43,58,0.00464,0.997677
43,59,0.015173,0.992384
43,60,0.004618,0.997688
43,61,0.004492,0.997751
43,62,0.004675,0.99766
43,63,0.014555,0.992696
43,64,0.004915,0.997539
43,65,0.014675,0.992636
43,66,0.014305,0.992821
43,67,0.014609,0.992669
43,68,0.014822,0.992561
43,69,0.014126,0.992912
43,70,0.015009,0.992467
43,71,0.004584,0.997706
43,72,0.014895,0.992525
43,73,0.015135,0.992404
43,74,0.014143,0.992904
43,75,0.014722,0.992612
43,76,0.014252,0.992849
43,77,0.014433,0.992757
43,78,0.014589,0.992679
43,79,0.014236,0.992857
43,80,0.014498,0.992724
43,81,0.00499,0.997502
43,82,0.015364,0.992288
43,83,0.005072,0.997461
43,84,0.014044,0.992953
43,85,0.014406,0.992771
43,86,0.014281,0.992834
43,87,0.004592,0.997701
43,88,0.004938,0.997528
43,89,0.015889,0.992024
43,90,0.014734,0.992606
43,91,0.01452,0.992714
43,92,0.014326,0.992811
43,93,0.004715,0.99764
43,94,0.014496,0.992726
43,95,0.014531,0.992708
43,96,0.014827,0.992559
43,97,0.014838,0.992553
43,98,0.015085,0.992429
43,99,0.004607,0.997694
43,100,0.004507,0.997744
44,45,0.013751,0.993101
44,46,0.013746,0.993103
44,47,0.005833,0.997079
44,48,0.014297,0.992826
44,49,0.0142,0.992875
44,50,0.006349,0.996821
44,51,0.006242,0.996874
44,52,0.014495,0.992726
44,53,0.014349,0.9928
44,54,0.006049,0.996971
44,55,0.006065,0.996963
44,56,0.005899,0.997046
44,57,0.005803,0.997094
44,58,0.014557,0.992695
44,59,0.005922,0.997034
44,60,0.014356,0.992796
44,61,0.013865,0.993043
44,62,0.014777,0.992584
44,63,0.006386,0.996802
44,64,0.01501,0.992466
44,65,0.005465,0.997264
44,66,0.006241,0.996875
44,67,0.005523,0.997235
44,68,0.005586,0.997203
44,69,0.006107,0.996942
44,70,0.005846,0.997073
44,71,0.013572,0.993191
44,72,0.006141,0.996925
44,73,0.006013,0.996989
44,74,0.005689,0.997151
44,75,0.005756,0.997118
44,76,0.005849,0.997071
44,77,0.006085,0.996953
44,78,0.005663,0.997164
44,79,0.005699,0.997146
44,80,0.00576,0.997116
44,81,0.01393,0.993011
44,82,0.005459,0.997267
44,83,0.013837,0.993057
44,84,0.005715,0.997138
44,85,0.006124,0.996933
44,86,0.005584,0.997204
44,87,0.013616,0.993168
44,88,0.013954,0.992999
44,89,0.006332,0.996829
44,90,0.006336,0.996827
44,91,0.006137,0.996927
44,92,0.005912,0.99704
44,93,0.014318,0.992815
44,94,0.005968,0.997012
44,95,0.005788,0.997102
44,96,0.005657,0.997167
44,97,0.005772,0.99711
44,98,0.006156,0.996917
44,99,0.013368,0.993294
44,100,0.01341,0.993272
45,46,0.00454,0.997727
45,47,0.013992,0.992979
45,48,0.004357,0.997819
45,49,0.004872,0.997561
45,50,0.014385,0.992781
45,51,0.014682,0.992632
45,52,0.004807,0.997593
45,53,0.004456,0.99777
45,54,0.014733,0.992606
45,55,0.011227,0.994371
45,56,0.014321,0.992814
45,57,0.014406,0.992771
45,58,0.004834,0.99758
45,59,0.014859,0.992543
45,60,0.004877,0.997558
45,61,0.004605,0.997695
45,62,0.004662,0.997666
45,63,0.0144,0.992774
45,64,0.004996,0.997499
45,65,0.014253,0.992848
45,66,0.013985,0.992983
45,67,0.014191,0.992879
45,68,0.014356,0.992796
45,69,0.014139,0.992905
45,70,0.014824,0.99256
45,71,0.004479,0.997758
45,72,0.015063,0.99244
45,73,0.015,0.992472
45,74,0.01424,0.992854
45,75,0.014548,0.992699
45,76,0.014225,0.992862
45,77,0.014504,0.992721
45,78,0.014409,0.992769
45,79,0.013931,0.99301
45,80,0.014171,0.992889
45,81,0.004416,0.997789
45,82,0.014791,0.992577
45,83,0.004908,0.997543
45,84,0.013903,0.993024
45,85,0.014471,0.992738
45,86,0.013999,0.992976
45,87,0.00449,0.997752
45,88,0.004644,0.997675
45,89,0.015603,0.992168
45,90,0.014325,0.992811
45,91,0.014566,0.99269
45,92,0.014209,0.99287
45,93,0.004547,0.997724
45,94,0.014411,0.992768
45,95,0.014438,0.992755
45,96,0.014484,0.992732
45,97,0.01468,0.992633
45,98,0.015053,0.992445
45,99,0.004482,0.997756
45,100,0.004669,0.997663
46,47,0.013714,0.993119
46,48,0.004548,0.997723
46,49,0.004676,0.997659
46,50,0.014283,0.992833
46,51,0.014307,0.992821
46,52,0.004552,0.997721
46,53,0.004552,0.997721
46,54,0.014392,0.992778
46,55,0.010927,0.994522
46,56,0.013876,0.993038
46,57,0.014125,0.992913
46,58,0.004692,0.997651
46,59,0.014625,0.992661
46,60,0.004837,0.997579
46,61,0.004254,0.997871
46,62,0.004584,0.997705
46,63,0.014234,0.992857
46,64,0.004431,0.997782
46,65,0.014238,0.992855
46,66,0.013747,0.993103
46,67,0.014031,0.99296
46,68,0.01433,0.992809
46,69,0.013745,0.993104
46,70,0.014654,0.992646
46,71,0.004634,0.997681
46,72,0.014665,0.99264
46,73,0.014692,0.992627
46,74,0.014001,0.992975
46,75,0.014339,0.992805
46,76,0.013867,0.993042
46,77,0.014446,0.992751
46,78,0.014157,0.992897
46,79,0.013827,0.993062
46,80,0.014178,0.992886
46,81,0.004789,0.997603
46,82,0.014646,0.99265
46,83,0.00467,0.997662
46,84,0.013952,0.993
46,85,0.014317,0.992816
46,86,0.013896,0.993028
46,87,0.004708,0.997643
46,88,0.004806,0.997594
46,89,0.015416,0.992262
46,90,0.014185,0.992882
46,91,0.014103,0.992924
46,92,0.013878,0.993037
46,93,0.004864,0.997565
46,94,0.013764,0.993094
46,95,0.014235,0.992857
46,96,0.014312,0.992818
46,97,0.014363,0.992792
46,98,0.014709,0.992618
46,99,0.004487,0.997754
46,100,0.004264,0.997866
47,48,0.01443,0.992759
47,49,0.014336,0.992806
47,50,0.005791,0.9971
47,51,0.00599,0.997001
47,52,0.014219,0.992865
47,53,0.014235,0.992857
47,54,0.005386,0.997303
47,55,0.006487,0.996751
47,56,0.005796,0.997098
47,57,0.005487,0.997253
47,58,0.014654,0.992646
47,59,0.006122,0.996934
47,60,0.014004,0.992973
47,61,0.013735,0.993109
47,62,0.014803,0.992571
47,63,0.005564,0.997214
47,64,0.014942,0.992501
47,65,0.00609,0.99695
47,66,0.006477,0.996756
47,67,0.006053,0.996969
47,68,0.005987,0.997002
47,69,0.006008,0.996991
47,70,0.00566,0.997166
47,71,0.013441,0.993257
47,72,0.005605,0.997194
47,73,0.005374,0.997309
47,74,0.005328,0.997332
47,75,0.005498,0.997247
47,76,0.005495,0.997249
47,77,0.006286,0.996852
47,78,0.005735,0.997129
47,79,0.005337,0.997328
47,80,0.005528,0.997232
47,81,0.013706,0.993124
47,82,0.005619,0.997186
47,83,0.013488,0.993233
47,84,0.00595,0.997021
47,85,0.005703,0.997145
47,86,0.005861,0.997065
47,87,0.013376,0.99329
47,88,0.013536,0.993209
47,89,0.006196,0.996897
47,90,0.005985,0.997003
47,91,0.005802,0.997095
47,92,0.005851,0.99707
47,93,0.013903,0.993024
47,94,0.005758,0.997117
47,95,0.005782,0.997105
47,96,0.005412,0.99729
47,97,0.005573,0.997209
47,98,0.005312,0.99734
47,99,0.013424,0.993265
47,100,0.013492,0.993231
48,49,0.004843,0.997576
48,50,0.014564,0.992691
48,51,0.014977,0.992483
48,52,0.004655,0.99767
48,53,0.004561,0.997717
48,54,0.014963,0.99249
48,55,0.011587,0.99419
48,56,0.014364,0.992792
48,57,0.014596,0.992675
48,58,0.004545,0.997725
48,59,0.015188,0.992377
48,60,0.004554,0.997721
48,61,0.004291,0.997852
48,62,0.004531,0.997732
48,63,0.01477,0.992587
48,64,0.004681,0.997657
48,65,0.01474,0.992603
48,66,0.014203,0.992873
48,67,0.014475,0.992736
48,68,0.014832,0.992556
48,69,0.014578,0.992684
48,70,0.015176,0.992383
48,71,0.004414,0.997791
48,72,0.015149,0.992397
48,73,0.015165,0.992389
48,74,0.014519,0.992714
48,75,0.014681,0.992632
48,76,0.014517,0.992715
48,77,0.014804,0.99257
48,78,0.014818,0.992563
48,79,0.014269,0.99284
48,80,0.014693,0.992626
48,81,0.004552,0.997721
48,82,0.015308,0.992317
48,83,0.004759,0.997618
48,84,0.014252,0.992848
48,85,0.014731,0.992607
48,86,0.014062,0.992944
48,87,0.004324,0.997835
48,88,0.004661,0.997667
48,89,0.01587,0.992033
48,90,0.014427,0.99276
48,91,0.014568,0.992689
48,92,0.014604,0.992671
48,93,0.004542,0.997726
48,94,0.014579,0.992684
48,95,0.014468,0.992739
48,96,0.015129,0.992407
48,97,0.014774,0.992585
48,98,0.015303,0.992319
48,99,0.004372,0.997812
48,100,0.004383,0.997806
49,50,0.014791,0.992577
49,51,0.014403,0.992772
49,52,0.004471,0.997762
49,53,0.004609,0.997693
49,54,0.014936,0.992504
49,55,0.011643,0.994161
49,56,0.014457,0.992745
49,57,0.014462,0.992743
49,58,0.005112,0.997441
49,59,0.015,0.992472
49,60,0.004874,0.99756
49,61,0.004493,0.997751
49,62,0.00479,0.997602
49,63,0.014504,0.992722
49,64,0.004469,0.997763
49,65,0.014598,0.992674
49,66,0.014478,0.992735
49,67,0.014728,0.992609
49,68,0.01467,0.992638
49,69,0.014334,0.992807
49,70,0.015119,0.992412
49,71,0.004811,0.997592
49,72,0.015207,0.992367
49,73,0.01509,0.992426
49,74,0.0145,0.992724
49,75,0.014676,0.992635
49,76,0.014512,0.992717
49,77,0.014556,0.992695
49,78,0.01458,0.992683
49,79,0.014341,0.992803
49,80,0.014738,0.992604
49,81,0.004913,0.99754
49,82,0.015182,0.99238
49,83,0.004863,0.997566
49,84,0.01415,0.9929
49,85,0.014856,0.992544
49,86,0.014341,0.992804
49,87,0.005184,0.997405
49,88,0.005216,0.997389
49,89,0.015756,0.992091
49,90,0.014872,0.992536
49,91,0.014592,0.992677
49,92,0.014395,0.992776
49,93,0.005018,0.997488
49,94,0.014467,0.99274
49,95,0.014426,0.992761
49,96,0.014646,0.99265
49,97,0.015243,0.992349
49,98,0.015095,0.992424
49,99,0.005007,0.997493
49,100,0.004669,0.997663
50,51,0.006694,0.996647
50,52,0.014572,0.992688
50,53,0.014418,0.992765
50,54,0.006277,0.996857
50,55,0.00693,0.996529
50,56,0.006304,0.996843
50,57,0.006302,0.996844
50,58,0.01466,0.992643
50,59,0.006786,0.996601
50,60,0.014313,0.992818
50,61,0.013894,0.993029
50,62,0.015337,0.992302
50,63,0.006669,0.99666
50,64,0.015399,0.99227
50,65,0.00653,0.99673
50,66,0.007365,0.996311
50,67,0.006712,0.996638
50,68,0.006561,0.996714
50,69,0.006937,0.996525
50,70,0.005995,0.996998
50,71,0.013711,0.993121
50,72,0.006472,0.996759
50,73,0.00636,0.996815
50,74,0.00616,0.996915
50,75,0.006426,0.996782
50,76,0.006486,0.996752
50,77,0.007244,0.996371
50,78,0.00681,0.996589
50,79,0.006171,0.99691
50,80,0.006421,0.996784
50,81,0.014166,0.992892
50,82,0.006218,0.996886
50,83,0.013804,0.993074
50,84,0.006906,0.996541
50,85,0.006413,0.996788
50,86,0.006409,0.99679
50,87,0.013533,0.99321
50,88,0.014033,0.992959
50,89,0.006877,0.996556
50,90,0.006685,0.996652
50,91,0.006239,0.996876
50,92,0.007133,0.996427
50,93,0.014167,0.992891
50,94,0.00589,0.997051
50,95,0.006535,0.996727
50,96,0.006227,0.996882
50,97,0.006198,0.996896
50,98,0.006348,0.996821
50,99,0.01353,0.993212
50,100,0.013795,0.993079
51,52,0.014592,0.992677
51,53,0.014905,0.99252
51,54,0.006301,0.996844
51,55,0.006702,0.996643
51,56,0.006134,0.996928
51,57,0.006083,0.996954
51,58,0.014988,0.992478
51,59,0.006098,0.996946
51,60,0.015095,0.992424
51,61,0.014445,0.992751
51,62,0.015399,0.992271
51,63,0.005901,0.997045
51,64,0.015271,0.992335
51,65,0.005877,0.997057
51,66,0.006226,0.996882
51,67,0.006215,0.996888
51,68,0.006047,0.996972
51,69,0.006218,0.996886
51,70,0.006124,0.996934
51,71,0.014199,0.992875
51,72,0.006044,0.996974
51,73,0.006034,0.996979
51,74,0.005581,0.997205
51,75,0.005964,0.997013
51,76,0.005932,0.99703
51,77,0.006202,0.996894
51,78,0.006013,0.996989
51,79,0.005804,0.997094
51,80,0.006313,0.996839
51,81,0.014275,0.992837
51,82,0.006192,0.996899
51,83,0.014019,0.992966
51,84,0.006401,0.996794
51,85,0.005853,0.997069
51,86,0.006146,0.996922
51,87,0.014214,0.992868
51,88,0.014098,0.992926
51,89,0.006174,0.996908
51,90,0.006384,0.996803
51,91,0.006121,0.996935
51,92,0.006523,0.996733
51,93,0.014913,0.992516
51,94,0.006038,0.996976
51,95,0.006049,0.996971
51,96,0.005601,0.997195
51,97,0.005967,0.997012
51,98,0.006073,0.996959
51,99,0.013866,0.993043
51,100,0.013755,0.993099
52,53,0.004573,0.997711
52,54,0.01505,0.992447
52,55,0.011847,0.994059
52,56,0.014512,0.992718
52,57,0.014583,0.992682
52,58,0.004677,0.997659
52,59,0.014912,0.992516
52,60,0.004805,0.997595
52,61,0.004461,0.997767
52,62,0.004523,0.997736
52,63,0.014511,0.992718
52,64,0.004423,0.997786
52,65,0.014835,0.992555
52,66,0.014191,0.992879
52,67,0.014623,0.992662
52,68,0.014663,0.992641
52,69,0.01422,0.992865
52,70,0.015261,0.99234
52,71,0.00462,0.997688
52,72,0.015247,0.992347
52,73,0.014956,0.992494
52,74,0.014289,0.99283
52,75,0.014448,0.99275
52,76,0.014439,0.992754
52,77,0.014625,0.992661
52,78,0.01462,0.992663
52,79,0.014196,0.992877
52,80,0.014314,0.992817
52,81,0.004676,0.997659
52,82,0.015169,0.992386
52,83,0.004607,0.997694
52,84,0.014178,0.992886
52,85,0.014508,0.99272
52,86,0.014583,0.992681
52,87,0.005011,0.997491
52,88,0.004851,0.997571
52,89,0.015524,0.992208
52,90,0.014578,0.992684
52,91,0.014681,0.992633
52,92,0.014387,0.992781
52,93,0.00488,0.997557
52,94,0.014278,0.992835
52,95,0.014402,0.992773
52,96,0.014689,0.992628
52,97,0.014857,0.992544
52,98,0.015186,0.992378
52,99,0.004955,0.997519
52,100,0.004458,0.997769
53,54,0.015066,0.992438
53,55,0.011742,0.994112
53,56,0.014614,0.992666
53,57,0.01457,0.992688
53,58,0.004577,0.997709
53,59,0.015126,0.992408
53,60,0.004579,0.997708
53,61,0.004411,0.997792
53,62,0.00474,0.997627
53,63,0.014814,0.992565
53,64,0.004568,0.997714
53,65,0.01489,0.992527
53,66,0.014677,0.992635
53,67,0.014857,0.992544
53,68,0.014903,0.992521
53,69,0.014636,0.992655
53,70,0.015296,0.992322
53,71,0.004448,0.997773
53,72,0.015379,0.99228
53,73,0.015228,0.992357
53,74,0.01455,0.992698
53,75,0.014718,0.992614
53,76,0.014613,0.992667
53,77,0.014902,0.992521
53,78,0.014936,0.992504
53,79,0.014281,0.992834
53,80,0.014422,0.992763
53,81,0.004408,0.997794
53,82,0.015311,0.992315
53,83,0.004482,0.997756
53,84,0.014318,0.992815
53,85,0.014751,0.992597
53,86,0.014375,0.992787
53,87,0.004542,0.997726
53,88,0.004653,0.997671
53,89,0.015629,0.992155
53,90,0.014523,0.992712
53,91,0.014537,0.992705
53,92,0.01459,0.992678
53,93,0.004308,0.997844
53,94,0.014443,0.992752
53,95,0.014716,0.992615
53,96,0.014754,0.992596
53,97,0.015103,0.99242
53,98,0.015265,0.992338
53,99,0.004592,0.997702
53,100,0.004264,0.997865
54,55,0.006772,0.996608
54,56,0.006128,0.996931
54,57,0.006158,0.996916
54,58,0.015199,0.992371
54,59,0.006265,0.996862
54,60,0.015024,0.992459
54,61,0.01449,0.992729
54,62,0.015692,0.992123
54,63,0.006004,0.996993
54,64,0.015722,0.992108
54,65,0.006144,0.996923
54,66,0.006735,0.996627
54,67,0.006725,0.996632
54,68,0.006154,0.996918
54,69,0.006425,0.996782
54,70,0.005925,0.997033
54,71,0.014101,0.992924
54,72,0.006278,0.996856
54,73,0.005456,0.997268
54,74,0.005883,0.997054
54,75,0.006212,0.996889
54,76,0.005735,0.997128
54,77,0.00644,0.996775
54,78,0.005991,0.997
54,79,0.00581,0.997091
54,80,0.006088,0.996951
54,81,0.014714,0.992616
54,82,0.005843,0.997074
54,83,0.014379,0.992785
54,84,0.006412,0.996789
54,85,0.005929,0.997031
54,86,0.005806,0.997093
54,87,0.014186,0.992882
54,88,0.014383,0.992782
54,89,0.006472,0.996759
54,90,0.00614,0.996925
54,91,0.006541,0.996724
54,92,0.006279,0.996856
54,93,0.014999,0.992472
54,94,0.006014,0.996989
54,95,0.006101,0.996945
54,96,0.005791,0.9971
54,97,0.006152,0.996919
54,98,0.006006,0.996992
54,99,0.013933,0.993009
54,100,0.014294,0.992827
55,56,0.006713,0.996638
55,57,0.006575,0.996707
55,58,0.011454,0.994257
55,59,0.00697,0.996509
55,60,0.0117,0.994133
55,61,0.010915,0.994528
55,62,0.012115,0.993924
55,63,0.006973,0.996507
55,64,0.011959,0.994003
55,65,0.006098,0.996947
55,66,0.006656,0.996666
55,67,0.006487,0.996751
55,68,0.00615,0.99692
55,69,0.006427,0.996781
55,70,0.006728,0.99663
55,71,0.011143,0.994413
55,72,0.006596,0.996697
55,73,0.007063,0.996462
55,74,0.006142,0.996924
55,75,0.006584,0.996703
55,76,0.006154,0.996918
55,77,0.006507,0.996741
55,78,0.006406,0.996792
55,79,0.006259,0.996866
55,80,0.006831,0.996579
55,81,0.011388,0.99429
55,82,0.006828,0.99658
55,83,0.011353,0.994307
55,84,0.006459,0.996765
55,85,0.006527,0.996731
55,86,0.006439,0.996775
55,87,0.010764,0.994604
55,88,0.011018,0.994476
55,89,0.007155,0.996416
55,90,0.006851,0.996569
55,91,0.006723,0.996633
55,92,0.006422,0.996784
55,93,0.011761,0.994102
55,94,0.006674,0.996657
55,95,0.006382,0.996804
55,96,0.006216,0.996887
55,97,0.006516,0.996737
55,98,0.006616,0.996687
55,99,0.010545,0.994713
55,100,0.010679,0.994646
56,57,0.006333,0.996829
56,58,0.014982,0.992481
56,59,0.006286,0.996852
56,60,0.014589,0.992679
56,61,0.014105,0.992922
56,62,0.015142,0.9924
56,63,0.006402,0.996794
56,64,0.014901,0.992522
56,65,0.00587,0.997061
56,66,0.006683,0.996653
56,67,0.006286,0.996852
56,68,0.006266,0.996862
56,69,0.006372,0.996809
56,70,0.006001,0.996995
56,71,0.013756,0.993098
56,72,0.00623,0.99688
56,73,0.006156,0.996917
56,74,0.005929,0.997031
56,75,0.006418,0.996786
56,76,0.005973,0.997009
56,77,0.006388,0.996801
56,78,0.006067,0.996962
56,79,0.006049,0.996971
56,80,0.006006,0.996993
56,81,0.014005,0.992973
56,82,0.006114,0.996938
56,83,0.014018,0.992966
56,84,0.006493,0.996748
56,85,0.006129,0.996931
56,86,0.006171,0.99691
56,87,0.014009,0.992971
